FL_DATE,AIRLINE,airline_name,ORIGIN,DEST,ARR_DELAY,CANCELLED,DAY_OF_WEEK
2019-02-15,Southwest Airlines Co.,Southwest Airlines,BWI,STL,18.0,0.0,Friday
2020-02-25,Frontier Airlines Inc.,Frontier Airlines,LGA,MCO,90.0,0.0,Tuesday
2022-04-09,United Air Lines Inc.,United Airlines,EWR,LAS,-22.0,0.0,Saturday
2021-08-05,SkyWest Airlines Inc.,SkyWest Airlines,HRL,DFW,6.0,0.0,Thursday
2023-05-15,Delta Air Lines Inc.,Delta Air Lines,ATL,CVG,14.0,0.0,Monday
2022-01-14,Endeavor Air Inc.,,DTW,PHL,-13.0,0.0,Friday
2022-10-28,PSA Airlines Inc.,,STL,DCA,-6.0,0.0,Friday
2020-12-22,Southwest Airlines Co.,Southwest Airlines,PDX,DEN,44.0,0.0,Tuesday
2021-02-09,Delta Air Lines Inc.,Delta Air Lines,SLC,MSP,-15.0,0.0,Tuesday
2022-06-25,American Airlines Inc.,American Airlines,DFW,FLL,5.0,0.0,Saturday
2019-11-10,United Air Lines Inc.,United Airlines,EWR,PBI,-33.0,0.0,Sunday
2021-11-13,Envoy Air,,BHM,ORD,6.0,0.0,Saturday
2021-10-26,American Airlines Inc.,American Airlines,PHX,PIT,-6.0,0.0,Tuesday
2021-12-19,PSA Airlines Inc.,,SHV,CLT,17.0,0.0,Sunday
2019-10-12,Alaska Airlines Inc.,Alaska Airlines,SJC,HNL,-24.0,0.0,Saturday
2021-05-28,SkyWest Airlines Inc.,SkyWest Airlines,DEN,JMS,-17.0,0.0,Friday
2021-12-29,JetBlue Airways,JetBlue Airways,RIC,BOS,-22.0,0.0,Wednesday
2019-06-13,Southwest Airlines Co.,Southwest Airlines,LGA,MSY,28.0,0.0,Thursday
2019-07-22,American Airlines Inc.,American Airlines,AUS,DFW,-14.0,0.0,Monday
2020-07-25,Frontier Airlines Inc.,Frontier Airlines,PHL,ATL,-28.0,0.0,Saturday
2023-05-10,American Airlines Inc.,American Airlines,LAS,CLT,-23.0,0.0,Wednesday
2022-08-18,Delta Air Lines Inc.,Delta Air Lines,ATL,TYS,-6.0,0.0,Thursday
2023-02-19,United Air Lines Inc.,United Airlines,BZN,SFO,-31.0,0.0,Sunday
2023-04-26,Delta Air Lines Inc.,Delta Air Lines,LAX,LAS,155.0,0.0,Wednesday
2020-03-04,United Air Lines Inc.,United Airlines,LAX,SFO,-22.0,0.0,Wednesday
2022-11-15,Delta Air Lines Inc.,Delta Air Lines,MSP,GRR,8.0,0.0,Tuesday
2022-03-11,United Air Lines Inc.,United Airlines,IAH,PHX,3.0,0.0,Friday
2023-05-03,PSA Airlines Inc.,,CLT,ALB,-8.0,0.0,Wednesday
2022-01-13,Allegiant Air,,LAX,MEM,-18.0,0.0,Thursday
2021-09-26,Southwest Airlines Co.,Southwest Airlines,SRQ,ATL,20.0,0.0,Sunday
2021-05-29,Spirit Air Lines,Spirit Airlines,TPA,BOS,-13.0,0.0,Saturday
2022-09-24,Delta Air Lines Inc.,Delta Air Lines,CHS,ATL,-20.0,0.0,Saturday
2019-05-29,Delta Air Lines Inc.,Delta Air Lines,LAS,ATL,0.0,0.0,Wednesday
2021-11-03,Southwest Airlines Co.,Southwest Airlines,DEN,SNA,-13.0,0.0,Wednesday
2021-02-08,Frontier Airlines Inc.,Frontier Airlines,DEN,ORD,18.0,0.0,Monday
2019-04-12,Southwest Airlines Co.,Southwest Airlines,LAX,MCI,54.0,0.0,Friday
2023-04-29,PSA Airlines Inc.,,CLT,BHM,-15.0,0.0,Saturday
2019-04-25,United Air Lines Inc.,United Airlines,EWR,LAX,-19.0,0.0,Thursday
2021-09-14,Southwest Airlines Co.,Southwest Airlines,SAN,DEN,-25.0,0.0,Tuesday
2022-09-01,Delta Air Lines Inc.,Delta Air Lines,MSP,AUS,-3.0,0.0,Thursday
2023-02-22,American Airlines Inc.,American Airlines,OKC,DFW,3.0,0.0,Wednesday
2023-05-23,SkyWest Airlines Inc.,SkyWest Airlines,ORD,SBN,-16.0,0.0,Tuesday
2022-06-29,SkyWest Airlines Inc.,SkyWest Airlines,LAX,BOI,-7.0,0.0,Wednesday
2019-03-14,United Air Lines Inc.,United Airlines,DEN,AUS,155.0,0.0,Thursday
2021-08-02,Envoy Air,,DCA,PWM,85.0,0.0,Monday
2021-01-25,Southwest Airlines Co.,Southwest Airlines,MDW,RSW,5.0,0.0,Monday
2022-08-16,Alaska Airlines Inc.,Alaska Airlines,AKN,ANC,-25.0,0.0,Tuesday
2022-02-08,Spirit Air Lines,Spirit Airlines,ATL,IAH,-21.0,0.0,Tuesday
2020-08-11,United Air Lines Inc.,United Airlines,ORD,BUF,-35.0,0.0,Tuesday
2023-06-13,Envoy Air,,DFW,MOB,-3.0,0.0,Tuesday
2022-09-24,Spirit Air Lines,Spirit Airlines,CLT,MCO,15.0,0.0,Saturday
2021-09-22,Republic Airline,,EWR,GRR,-19.0,0.0,Wednesday
2022-11-01,Delta Air Lines Inc.,Delta Air Lines,ATL,CHS,-9.0,0.0,Tuesday
2022-01-06,Southwest Airlines Co.,Southwest Airlines,HOU,MSY,13.0,0.0,Thursday
2023-04-04,Southwest Airlines Co.,Southwest Airlines,DEN,SLC,13.0,0.0,Tuesday
2021-03-21,American Airlines Inc.,American Airlines,DFW,BNA,76.0,0.0,Sunday
2023-04-04,JetBlue Airways,JetBlue Airways,BOS,DCA,-9.0,0.0,Tuesday
2019-01-13,Southwest Airlines Co.,Southwest Airlines,SDF,BWI,-1.0,0.0,Sunday
2019-03-14,Southwest Airlines Co.,Southwest Airlines,PDX,LAS,-15.0,0.0,Thursday
2022-01-14,American Airlines Inc.,American Airlines,PHX,RNO,-15.0,0.0,Friday
2023-03-18,Southwest Airlines Co.,Southwest Airlines,LAX,PHX,-5.0,0.0,Saturday
2019-07-29,SkyWest Airlines Inc.,SkyWest Airlines,SFO,SBA,-6.0,0.0,Monday
2021-07-24,Alaska Airlines Inc.,Alaska Airlines,SEA,PDX,-18.0,0.0,Saturday
2022-12-16,Endeavor Air Inc.,,JFK,BTV,-4.0,0.0,Friday
2023-05-02,American Airlines Inc.,American Airlines,LAX,DCA,-9.0,0.0,Tuesday
2019-05-30,SkyWest Airlines Inc.,SkyWest Airlines,DTW,MBS,-16.0,0.0,Thursday
2020-02-05,Southwest Airlines Co.,Southwest Airlines,BWI,CLT,4.0,0.0,Wednesday
2022-01-08,Southwest Airlines Co.,Southwest Airlines,MEM,DAL,-2.0,0.0,Saturday
2021-04-23,Southwest Airlines Co.,Southwest Airlines,SMF,SEA,-15.0,0.0,Friday
2022-10-03,American Airlines Inc.,American Airlines,MIA,AUS,81.0,0.0,Monday
2023-08-02,American Airlines Inc.,American Airlines,DFW,MSY,40.0,0.0,Wednesday
2019-10-18,SkyWest Airlines Inc.,SkyWest Airlines,SBN,DTW,54.0,0.0,Friday
2022-05-01,Delta Air Lines Inc.,Delta Air Lines,ATL,EWR,12.0,0.0,Sunday
2022-11-18,JetBlue Airways,JetBlue Airways,IAH,BOS,-6.0,0.0,Friday
2019-03-27,ExpressJet Airlines LLC d/b/a aha!,,EWR,CAK,-25.0,0.0,Wednesday
2022-11-07,United Air Lines Inc.,United Airlines,EWR,SEA,-10.0,0.0,Monday
2019-09-18,Endeavor Air Inc.,,PHF,ATL,-19.0,0.0,Wednesday
2022-05-06,Southwest Airlines Co.,Southwest Airlines,TUL,DEN,-12.0,0.0,Friday
2019-09-11,SkyWest Airlines Inc.,SkyWest Airlines,RNO,SLC,0.0,0.0,Wednesday
2023-02-14,American Airlines Inc.,American Airlines,EGE,JFK,41.0,0.0,Tuesday
2020-06-24,Mesa Airlines Inc.,,DFW,LBB,-16.0,0.0,Wednesday
2022-08-28,Republic Airline,,JFK,BOS,-20.0,0.0,Sunday
2023-03-24,United Air Lines Inc.,United Airlines,IAD,ORD,-6.0,0.0,Friday
2021-10-05,Envoy Air,,MCI,MIA,31.0,0.0,Tuesday
2023-04-16,SkyWest Airlines Inc.,SkyWest Airlines,ORD,FWA,15.0,0.0,Sunday
2021-03-26,PSA Airlines Inc.,,CVG,PHL,-23.0,0.0,Friday
2022-01-14,Southwest Airlines Co.,Southwest Airlines,STL,MKE,-9.0,0.0,Friday
2023-05-01,American Airlines Inc.,American Airlines,CLT,SFO,44.0,0.0,Monday
2020-12-29,Southwest Airlines Co.,Southwest Airlines,ATL,JAX,-3.0,0.0,Tuesday
2022-08-04,SkyWest Airlines Inc.,SkyWest Airlines,PHX,SAF,20.0,0.0,Thursday
2019-12-26,Southwest Airlines Co.,Southwest Airlines,MSY,SAT,-6.0,0.0,Thursday
2022-02-16,American Airlines Inc.,American Airlines,LAS,MIA,10.0,0.0,Wednesday
2021-03-27,Southwest Airlines Co.,Southwest Airlines,SMF,OGG,-28.0,0.0,Saturday
2021-08-19,Southwest Airlines Co.,Southwest Airlines,LAS,BUR,-12.0,0.0,Thursday
2019-03-16,Southwest Airlines Co.,Southwest Airlines,AUS,BWI,-18.0,0.0,Saturday
2020-12-31,American Airlines Inc.,American Airlines,CLT,PHL,-25.0,0.0,Thursday
2020-07-11,Envoy Air,,JLN,DFW,-16.0,0.0,Saturday
2019-05-17,Southwest Airlines Co.,Southwest Airlines,DAL,AUS,-9.0,0.0,Friday
2019-01-18,Endeavor Air Inc.,,DFW,MSP,-23.0,0.0,Friday
2021-01-11,Southwest Airlines Co.,Southwest Airlines,BUR,LAS,-18.0,0.0,Monday
2023-04-22,Southwest Airlines Co.,Southwest Airlines,MDW,DCA,46.0,0.0,Saturday
2023-05-24,Envoy Air,,DFW,SGF,-19.0,0.0,Wednesday
2020-12-20,American Airlines Inc.,American Airlines,AUS,DFW,13.0,0.0,Sunday
2020-02-18,Republic Airline,,RDU,LGA,-26.0,0.0,Tuesday
2019-08-07,Delta Air Lines Inc.,Delta Air Lines,ORF,ATL,-4.0,0.0,Wednesday
2022-07-10,American Airlines Inc.,American Airlines,DFW,ELP,-15.0,0.0,Sunday
2023-02-12,American Airlines Inc.,American Airlines,CLT,RDU,-5.0,0.0,Sunday
2022-08-04,Republic Airline,,HHH,CLT,-19.0,0.0,Thursday
2021-11-28,Envoy Air,,CMI,DFW,-40.0,0.0,Sunday
2021-02-15,Southwest Airlines Co.,Southwest Airlines,STL,ICT,-5.0,0.0,Monday
2019-08-18,United Air Lines Inc.,United Airlines,SFO,OGG,-19.0,0.0,Sunday
2020-06-21,Southwest Airlines Co.,Southwest Airlines,RSW,CMH,-16.0,0.0,Sunday
2021-03-24,American Airlines Inc.,American Airlines,DFW,OGG,-4.0,0.0,Wednesday
2023-04-08,United Air Lines Inc.,United Airlines,IAH,IND,-19.0,0.0,Saturday
2023-08-26,Southwest Airlines Co.,Southwest Airlines,EUG,DEN,11.0,0.0,Saturday
2023-07-28,Envoy Air,,ORD,SYR,94.0,0.0,Friday
2023-08-07,Southwest Airlines Co.,Southwest Airlines,BNA,LAS,20.0,0.0,Monday
2023-02-27,Delta Air Lines Inc.,Delta Air Lines,STL,DTW,-12.0,0.0,Monday
2019-09-28,American Airlines Inc.,American Airlines,CLT,DEN,-10.0,0.0,Saturday
2022-03-14,Delta Air Lines Inc.,Delta Air Lines,JAX,DTW,-15.0,0.0,Monday
2023-08-14,American Airlines Inc.,American Airlines,DFW,BFL,16.0,0.0,Monday
2021-03-11,American Airlines Inc.,American Airlines,CLT,PBI,-21.0,0.0,Thursday
2021-09-03,Spirit Air Lines,Spirit Airlines,ORD,DFW,-8.0,0.0,Friday
2023-04-24,Southwest Airlines Co.,Southwest Airlines,LAS,SNA,18.0,0.0,Monday
2019-03-01,Southwest Airlines Co.,Southwest Airlines,BHM,MDW,-18.0,0.0,Friday
2022-07-04,United Air Lines Inc.,United Airlines,ORD,SEA,-14.0,0.0,Monday
2021-02-07,Delta Air Lines Inc.,Delta Air Lines,ATL,MKE,-8.0,0.0,Sunday
2019-04-09,United Air Lines Inc.,United Airlines,ORD,LAX,-10.0,0.0,Tuesday
2021-06-07,American Airlines Inc.,American Airlines,TUS,PHX,-19.0,0.0,Monday
2020-01-03,JetBlue Airways,JetBlue Airways,LAX,JFK,287.0,0.0,Friday
2022-12-24,Spirit Air Lines,Spirit Airlines,LAS,CMH,32.0,0.0,Saturday
2020-01-18,Southwest Airlines Co.,Southwest Airlines,DAL,RDU,-6.0,0.0,Saturday
2021-10-14,United Air Lines Inc.,United Airlines,EWR,MCO,-11.0,0.0,Thursday
2019-01-12,SkyWest Airlines Inc.,SkyWest Airlines,DFW,SFO,-42.0,0.0,Saturday
2019-10-24,Allegiant Air,,DSM,PGD,-15.0,0.0,Thursday
2020-07-06,Southwest Airlines Co.,Southwest Airlines,MDW,MCI,-12.0,0.0,Monday
2019-10-29,United Air Lines Inc.,United Airlines,HNL,ORD,-15.0,0.0,Tuesday
2023-04-14,Republic Airline,,ORD,CLT,12.0,0.0,Friday
2022-11-27,Delta Air Lines Inc.,Delta Air Lines,LGA,DFW,-12.0,0.0,Sunday
2020-12-06,SkyWest Airlines Inc.,SkyWest Airlines,DTW,SCE,-9.0,0.0,Sunday
2023-07-24,Republic Airline,,CMH,IAD,13.0,0.0,Monday
2020-11-02,Southwest Airlines Co.,Southwest Airlines,DEN,OAK,-16.0,0.0,Monday
2021-08-15,Envoy Air,,MIA,GSO,37.0,0.0,Sunday
2019-08-28,Envoy Air,,ORD,AZO,-6.0,0.0,Wednesday
2022-02-03,American Airlines Inc.,American Airlines,CLT,BWI,-13.0,0.0,Thursday
2019-06-08,SkyWest Airlines Inc.,SkyWest Airlines,ATL,FSM,179.0,0.0,Saturday
2023-02-01,Delta Air Lines Inc.,Delta Air Lines,RDU,TPA,-14.0,0.0,Wednesday
2021-04-03,Delta Air Lines Inc.,Delta Air Lines,EYW,ATL,230.0,0.0,Saturday
2022-10-28,Delta Air Lines Inc.,Delta Air Lines,ATL,FAY,-12.0,0.0,Friday
2023-07-06,Southwest Airlines Co.,Southwest Airlines,MDW,PHX,20.0,0.0,Thursday
2021-06-22,SkyWest Airlines Inc.,SkyWest Airlines,BIS,DEN,-20.0,0.0,Tuesday
2019-07-28,SkyWest Airlines Inc.,SkyWest Airlines,IAD,SHD,-2.0,0.0,Sunday
2022-11-16,Southwest Airlines Co.,Southwest Airlines,BUF,DEN,-25.0,0.0,Wednesday
2022-03-24,United Air Lines Inc.,United Airlines,MSY,IAH,-14.0,0.0,Thursday
2019-10-07,Southwest Airlines Co.,Southwest Airlines,FLL,SJU,-5.0,0.0,Monday
2019-10-18,Southwest Airlines Co.,Southwest Airlines,OKC,HOU,5.0,0.0,Friday
2021-08-27,American Airlines Inc.,American Airlines,IAH,PHX,-8.0,0.0,Friday
2022-05-26,PSA Airlines Inc.,,CLT,HPN,-8.0,0.0,Thursday
2021-08-11,SkyWest Airlines Inc.,SkyWest Airlines,DEN,XWA,73.0,0.0,Wednesday
2022-04-09,Allegiant Air,,CVG,FLL,-3.0,0.0,Saturday
2019-12-21,United Air Lines Inc.,United Airlines,PHX,DEN,-13.0,0.0,Saturday
2022-10-04,Southwest Airlines Co.,Southwest Airlines,SMF,BUR,-8.0,0.0,Tuesday
2020-02-14,Mesa Airlines Inc.,,TUL,DFW,-9.0,0.0,Friday
2022-08-01,Delta Air Lines Inc.,Delta Air Lines,EYW,ATL,-5.0,0.0,Monday
2020-06-15,Southwest Airlines Co.,Southwest Airlines,SJC,LGB,-9.0,0.0,Monday
2023-07-20,Endeavor Air Inc.,,MSP,FSD,-13.0,0.0,Thursday
2021-11-26,Southwest Airlines Co.,Southwest Airlines,PHX,DEN,-14.0,0.0,Friday
2021-01-02,Delta Air Lines Inc.,Delta Air Lines,SMF,SEA,-9.0,0.0,Saturday
2022-07-09,American Airlines Inc.,American Airlines,JAX,CLT,39.0,0.0,Saturday
2021-07-01,JetBlue Airways,JetBlue Airways,JFK,FCA,17.0,0.0,Thursday
2023-06-18,Alaska Airlines Inc.,Alaska Airlines,MCO,SEA,24.0,0.0,Sunday
2021-07-07,Endeavor Air Inc.,,ORF,LGA,-17.0,0.0,Wednesday
2022-08-25,Southwest Airlines Co.,Southwest Airlines,MDW,OKC,-13.0,0.0,Thursday
2019-12-02,United Air Lines Inc.,United Airlines,IAD,EWR,103.0,0.0,Monday
2023-06-08,American Airlines Inc.,American Airlines,MIA,SAT,17.0,0.0,Thursday
2021-03-05,Endeavor Air Inc.,,ECP,ATL,-15.0,0.0,Friday
2022-01-13,Republic Airline,,CMH,JFK,9.0,0.0,Thursday
2021-08-02,Allegiant Air,,PSM,PGD,62.0,0.0,Monday
2019-03-14,Delta Air Lines Inc.,Delta Air Lines,SAT,DTW,-34.0,0.0,Thursday
2019-04-02,Spirit Air Lines,Spirit Airlines,RIC,FLL,14.0,0.0,Tuesday
2023-03-16,United Air Lines Inc.,United Airlines,MCO,ORD,13.0,0.0,Thursday
2020-02-10,Delta Air Lines Inc.,Delta Air Lines,DTW,JAX,-17.0,0.0,Monday
2021-07-08,Southwest Airlines Co.,Southwest Airlines,ITO,HNL,5.0,0.0,Thursday
2019-01-18,Alaska Airlines Inc.,Alaska Airlines,PDX,SJC,-14.0,0.0,Friday
2022-04-29,Southwest Airlines Co.,Southwest Airlines,SMF,DEN,-13.0,0.0,Friday
2019-04-04,SkyWest Airlines Inc.,SkyWest Airlines,ORD,CHO,6.0,0.0,Thursday
2023-02-14,Alaska Airlines Inc.,Alaska Airlines,LAS,PDX,16.0,0.0,Tuesday
2023-05-08,American Airlines Inc.,American Airlines,MIA,SJU,-11.0,0.0,Monday
2020-04-26,Southwest Airlines Co.,Southwest Airlines,AUS,MCO,-17.0,0.0,Sunday
2019-02-03,American Airlines Inc.,American Airlines,MIA,LAX,-20.0,0.0,Sunday
2021-12-16,Delta Air Lines Inc.,Delta Air Lines,ATL,LAS,11.0,0.0,Thursday
2023-08-29,United Air Lines Inc.,United Airlines,MCI,IAH,-1.0,0.0,Tuesday
2019-08-19,Southwest Airlines Co.,Southwest Airlines,HOU,LAS,5.0,0.0,Monday
2019-05-20,United Air Lines Inc.,United Airlines,EWR,AUS,-5.0,0.0,Monday
2021-08-14,United Air Lines Inc.,United Airlines,RSW,ORD,193.0,0.0,Saturday
2022-08-28,Envoy Air,,GSP,DFW,-19.0,0.0,Sunday
2020-11-01,American Airlines Inc.,American Airlines,DFW,ORD,21.0,0.0,Sunday
2021-03-19,Endeavor Air Inc.,,JAN,ATL,-29.0,0.0,Friday
2019-02-23,Southwest Airlines Co.,Southwest Airlines,SJC,BUR,70.0,0.0,Saturday
2021-04-07,PSA Airlines Inc.,,CLT,CRW,-17.0,0.0,Wednesday
2019-11-24,Spirit Air Lines,Spirit Airlines,MSP,FLL,-13.0,0.0,Sunday
2019-04-13,Southwest Airlines Co.,Southwest Airlines,HOU,FLL,26.0,0.0,Saturday
2020-10-20,Delta Air Lines Inc.,Delta Air Lines,DCA,ATL,-16.0,0.0,Tuesday
2023-05-06,United Air Lines Inc.,United Airlines,PHX,EWR,-25.0,0.0,Saturday
2019-09-25,SkyWest Airlines Inc.,SkyWest Airlines,SEA,MFR,-1.0,0.0,Wednesday
2019-10-20,Delta Air Lines Inc.,Delta Air Lines,DEN,JFK,-29.0,0.0,Sunday
2019-10-29,American Airlines Inc.,American Airlines,DFW,ICT,14.0,0.0,Tuesday
2020-05-04,Southwest Airlines Co.,Southwest Airlines,MDW,HOU,0.0,0.0,Monday
2023-02-10,American Airlines Inc.,American Airlines,LAX,TPA,-1.0,0.0,Friday
2019-05-28,American Airlines Inc.,American Airlines,PHX,SAN,-4.0,0.0,Tuesday
2023-01-17,Southwest Airlines Co.,Southwest Airlines,LAX,OAK,-15.0,0.0,Tuesday
2019-08-20,Mesa Airlines Inc.,,PHX,ABQ,-5.0,0.0,Tuesday
2023-05-01,Delta Air Lines Inc.,Delta Air Lines,SRQ,LGA,-30.0,0.0,Monday
2022-05-11,SkyWest Airlines Inc.,SkyWest Airlines,IAH,PIB,-6.0,0.0,Wednesday
2022-09-24,Southwest Airlines Co.,Southwest Airlines,OAK,EUG,12.0,0.0,Saturday
2023-01-01,American Airlines Inc.,American Airlines,OGG,LAX,-21.0,0.0,Sunday
2022-08-01,Envoy Air,,BTR,DFW,-9.0,0.0,Monday
2023-07-15,Southwest Airlines Co.,Southwest Airlines,BUR,OAK,-20.0,0.0,Saturday
2021-09-06,PSA Airlines Inc.,,DFW,CSG,-20.0,0.0,Monday
2023-03-31,United Air Lines Inc.,United Airlines,SFO,ORD,-14.0,0.0,Friday
2019-01-20,Republic Airline,,IND,PHL,-6.0,0.0,Sunday
2021-06-05,United Air Lines Inc.,United Airlines,AUS,IAH,0.0,0.0,Saturday
2021-02-27,Envoy Air,,LCH,DFW,76.0,0.0,Saturday
2020-11-10,Mesa Airlines Inc.,,DFW,ELP,-8.0,0.0,Tuesday
2019-07-10,Southwest Airlines Co.,Southwest Airlines,IND,RSW,-22.0,0.0,Wednesday
2020-11-05,Mesa Airlines Inc.,,SAT,IAH,-24.0,0.0,Thursday
2022-12-07,Delta Air Lines Inc.,Delta Air Lines,DTW,SAN,16.0,0.0,Wednesday
2021-10-20,SkyWest Airlines Inc.,SkyWest Airlines,LBB,DEN,26.0,0.0,Wednesday
2019-05-25,Delta Air Lines Inc.,Delta Air Lines,ICT,ATL,-18.0,0.0,Saturday
2019-06-11,Southwest Airlines Co.,Southwest Airlines,BWI,PBI,1.0,0.0,Tuesday
2019-03-17,American Airlines Inc.,American Airlines,IAH,ORD,-18.0,0.0,Sunday
2019-02-10,United Air Lines Inc.,United Airlines,IAH,EWR,-4.0,0.0,Sunday
2023-02-23,Delta Air Lines Inc.,Delta Air Lines,ATL,GSO,-5.0,0.0,Thursday
2020-09-16,American Airlines Inc.,American Airlines,PHX,MIA,-17.0,0.0,Wednesday
2020-10-22,Delta Air Lines Inc.,Delta Air Lines,SEA,ATL,-7.0,0.0,Thursday
2023-04-09,Southwest Airlines Co.,Southwest Airlines,BNA,HOU,-17.0,0.0,Sunday
2020-07-22,Southwest Airlines Co.,Southwest Airlines,LAS,AUS,-14.0,0.0,Wednesday
2020-04-06,ExpressJet Airlines LLC d/b/a aha!,,MCI,ORD,-20.0,0.0,Monday
2020-08-28,Frontier Airlines Inc.,Frontier Airlines,CLE,TPA,44.0,0.0,Friday
2019-01-28,SkyWest Airlines Inc.,SkyWest Airlines,MSP,MOT,-7.0,0.0,Monday
2022-09-02,Delta Air Lines Inc.,Delta Air Lines,RSW,DTW,-21.0,0.0,Friday
2020-03-05,Southwest Airlines Co.,Southwest Airlines,ATL,DAL,-1.0,0.0,Thursday
2021-12-25,JetBlue Airways,JetBlue Airways,BDL,MIA,-1.0,0.0,Saturday
2020-03-11,SkyWest Airlines Inc.,SkyWest Airlines,SGU,PHX,-4.0,0.0,Wednesday
2021-08-19,Republic Airline,,LGA,TVC,19.0,0.0,Thursday
2019-12-22,Delta Air Lines Inc.,Delta Air Lines,ORD,ATL,5.0,0.0,Sunday
2022-11-15,Mesa Airlines Inc.,,IAD,BUF,2.0,0.0,Tuesday
2022-02-15,SkyWest Airlines Inc.,SkyWest Airlines,SFO,PSP,48.0,0.0,Tuesday
2022-03-11,PSA Airlines Inc.,,BDL,DCA,15.0,0.0,Friday
2023-04-07,Endeavor Air Inc.,,DTW,IND,-1.0,0.0,Friday
2021-05-09,American Airlines Inc.,American Airlines,SNA,PHX,-1.0,0.0,Sunday
2021-05-02,Envoy Air,,ABQ,DFW,-26.0,0.0,Sunday
2020-09-23,Southwest Airlines Co.,Southwest Airlines,RSW,MDW,-11.0,0.0,Wednesday
2019-03-29,American Airlines Inc.,American Airlines,LAX,KOA,7.0,0.0,Friday
2020-03-30,PSA Airlines Inc.,,STL,DCA,3.0,0.0,Monday
2019-02-24,American Airlines Inc.,American Airlines,PHL,MIA,-14.0,0.0,Sunday
2023-08-22,Delta Air Lines Inc.,Delta Air Lines,DSM,ATL,-34.0,0.0,Tuesday
2019-06-03,Delta Air Lines Inc.,Delta Air Lines,BOS,MCO,6.0,0.0,Monday
2021-10-20,Envoy Air,,GRK,DFW,-1.0,0.0,Wednesday
2021-01-16,United Air Lines Inc.,United Airlines,MFE,IAH,-15.0,0.0,Saturday
2019-03-02,American Airlines Inc.,American Airlines,DFW,JAX,-3.0,0.0,Saturday
2022-04-04,American Airlines Inc.,American Airlines,RDU,LGA,11.0,0.0,Monday
2020-03-11,JetBlue Airways,JetBlue Airways,MCO,BOS,-21.0,0.0,Wednesday
2022-08-31,American Airlines Inc.,American Airlines,LAX,MIA,27.0,0.0,Wednesday
2019-01-08,Republic Airline,,IAH,CLT,0.0,0.0,Tuesday
2023-01-27,Delta Air Lines Inc.,Delta Air Lines,TPA,RDU,-17.0,0.0,Friday
2020-03-05,Delta Air Lines Inc.,Delta Air Lines,ATL,BWI,-16.0,0.0,Thursday
2021-06-08,Republic Airline,,LGA,CMH,174.0,0.0,Tuesday
2019-01-22,Endeavor Air Inc.,,SRQ,LGA,-5.0,0.0,Tuesday
2022-06-04,Republic Airline,,PWM,LGA,13.0,0.0,Saturday
2023-01-19,Delta Air Lines Inc.,Delta Air Lines,JAN,ATL,-4.0,0.0,Thursday
2019-12-07,Southwest Airlines Co.,Southwest Airlines,OAK,PHX,-13.0,0.0,Saturday
2021-03-30,JetBlue Airways,JetBlue Airways,LAX,JFK,-32.0,0.0,Tuesday
2022-12-18,Southwest Airlines Co.,Southwest Airlines,IND,DEN,-8.0,0.0,Sunday
2019-04-11,American Airlines Inc.,American Airlines,LIH,PHX,1163.0,0.0,Thursday
2019-11-05,Delta Air Lines Inc.,Delta Air Lines,SLC,MSP,-25.0,0.0,Tuesday
2021-04-21,United Air Lines Inc.,United Airlines,PHL,DEN,-17.0,0.0,Wednesday
2019-01-01,United Air Lines Inc.,United Airlines,RSW,DEN,-21.0,0.0,Tuesday
2019-06-30,Endeavor Air Inc.,,DTW,TYS,1.0,0.0,Sunday
2022-09-13,Delta Air Lines Inc.,Delta Air Lines,MSP,LAS,-27.0,0.0,Tuesday
2020-11-17,American Airlines Inc.,American Airlines,AUS,DFW,11.0,0.0,Tuesday
2022-06-05,Southwest Airlines Co.,Southwest Airlines,SDF,MDW,-1.0,0.0,Sunday
2020-08-13,Delta Air Lines Inc.,Delta Air Lines,CAE,ATL,-9.0,0.0,Thursday
2022-08-04,United Air Lines Inc.,United Airlines,IAH,TPA,-7.0,0.0,Thursday
2022-03-02,Alaska Airlines Inc.,Alaska Airlines,SEA,IND,-32.0,0.0,Wednesday
2020-06-25,PSA Airlines Inc.,,TLH,CLT,-5.0,0.0,Thursday
2022-01-23,Delta Air Lines Inc.,Delta Air Lines,SLC,ONT,-28.0,0.0,Sunday
2023-02-11,Southwest Airlines Co.,Southwest Airlines,SJC,LGB,-15.0,0.0,Saturday
2022-08-23,Republic Airline,,LGA,CVG,-21.0,0.0,Tuesday
2022-08-16,American Airlines Inc.,American Airlines,CLT,BDL,-9.0,0.0,Tuesday
2023-06-01,American Airlines Inc.,American Airlines,CLT,JAX,28.0,0.0,Thursday
2021-08-01,Delta Air Lines Inc.,Delta Air Lines,DTW,LAS,1.0,0.0,Sunday
2019-09-18,Delta Air Lines Inc.,Delta Air Lines,SEA,ATL,-9.0,0.0,Wednesday
2021-12-08,Republic Airline,,JFK,BWI,-12.0,0.0,Wednesday
2022-07-10,Allegiant Air,,MDT,SFB,-11.0,0.0,Sunday
2022-07-06,Southwest Airlines Co.,Southwest Airlines,BUR,OAK,-14.0,0.0,Wednesday
2022-05-13,Southwest Airlines Co.,Southwest Airlines,PHL,MDW,-26.0,0.0,Friday
2022-05-27,Republic Airline,,EWR,ROC,9.0,0.0,Friday
2023-05-23,United Air Lines Inc.,United Airlines,SAN,IAD,-11.0,0.0,Tuesday
